AltitudeVariation,VehicleSpeedInstantaneous,VehicleSpeedAverage,VehicleSpeedVariation,LongitudinalAcceleration,EngineLoad,EngineCoolantTemperature,ManifoldAbsolutePressure,EngineRPM,MassAirFlow,IntakeAirTemperature,VerticalAcceleration,FuelConsumptionAverage,roadSurface,traffic,drivingStyle
0.20,6.53,7.28,0.00,7.656,25.49,78,100,880,4.34,16,-0.40,15.66,SmoothCondition,NormalCongestionCondition,1
0.20,06.08,7.38,-0.45,7.305,25.49,78,100,849,05.02,17,-0.37,15.70,SmoothCondition,NormalCongestionCondition,1
0.20,5.85,7.48,-0.23,6.133,29.80,78,100,849,05.04,17,-0.32,15.75,SmoothCondition,NormalCongestionCondition,1
0.30,6.76,7.59,0.90,5.391,25.49,78,100,999,8.13,17,-0.25,15.81,SmoothCondition,NormalCongestionCondition,1
0.20,8.56,7.73,1.80,4.805,31.76,78,102,1277,8.60,19,-0.24,15.86,SmoothCondition,NormalCongestionCondition,1
0.20,11.03,7.92,2.48,3.906,25.49,78,106,1927,11.74,19,-0.18,15.92,SmoothCondition,NormalCongestionCondition,1
0.20,13.96,8.15,2.93,3.008,21.96,78,110,1927,13.59,21,-0.16,15.97,SmoothCondition,NormalCongestionCondition,1
0.20,15.99,8.42,02.03,2.539,0.00,78,112,1222,18.55,21,-0.13,16.02,SmoothCondition,NormalCongestionCondition,1
-0.40,16.21,8.56,0.23,1.484,57.65,78,111,1222,8.84,22,-0.09,16.03,SmoothCondition,NormalCongestionCondition,1
-0.40,18.69,8.67,2.48,781,45.88,78,122,1436,17.48,19,-0.06,16.07,SmoothCondition,NormalCongestionCondition,1
-0.50,22.74,8.81,04.05,43,29.41,78,120,1932,16.39,21,-0.04,16.10,SmoothCondition,NormalCongestionCondition,1
-0.60,26.57,8.97,3.83,1.133,7.84,78,111,1967,14.34,20,-0.03,16.11,SmoothCondition,NormalCongestionCondition,0
-0.80,27.70,9.10,1.13,1.875,0.00,78,111,1846,19.37,19,-0.05,16.14,SmoothCondition,NormalCongestionCondition,0
-0.60,68.91,60.09,0.45,1.562,22.35,82,123,2166,28.60,12,0.07,15.67,SmoothCondition,LowCongestionCondition,1
-0.20,68.68,60.13,-0.23,0.25,32.94,82,134,2180,28.71,12,0.06,15.61,SmoothCondition,LowCongestionCondition,1
0.90,69.13,60.18,0.45,0.25,34.12,82,140,2188,29.97,12,0.13,15.54,SmoothCondition,LowCongestionCondition,1
1.00,69.58,60.28,0.45,3.242,28.24,82,137,2186,20.89,12,0.09,15.44,SmoothCondition,LowCongestionCondition,1
1.20,69.81,60.37,0.23,2.031,9.80,82,117,2159,22.82,12,0.01,15.39,SmoothCondition,LowCongestionCondition,1
1.30,68.68,60.46,-1.13,2.734,23.92,83,125,2127,21.16,12,0.01,15.32,SmoothCondition,LowCongestionCondition,1
1.10,68.00,60.56,-0.68,3.125,0.00,83,115,2089,23.14,12,-0.02,15.27,SmoothCondition,LowCongestionCondition,1
0.30,65.98,60.61,-2.03,3.203,0.00,83,112,2029,23.38,12,-0.08,15.22,SmoothCondition,LowCongestionCondition,1
-0.20,64.63,60.65,-1.35,3.164,0.00,83,112,1982,22.34,13,-0.05,15.18,SmoothCondition,LowCongestionCondition,1
-0.70,62.37,60.65,-2.25,3.008,20.39,83,119,1968,25.00,12,-0.24,15.17,SmoothCondition,LowCongestionCondition,1
-1.10,62.60,60.66,0.23,3.633,0.78,82,115,1951,21.98,12,-0.27,15.14,SmoothCondition,LowCongestionCondition,1
-1.40,61.92,60.64,-0.68,3.476,3.53,82,113,1934,21.35,12,-0.31,15.08,SmoothCondition,LowCongestionCondition,1
-1.40,62.83,60.63,0.90,4.453,18.43,82,116,1969,19.47,12,-0.20,15.01,SmoothCondition,LowCongestionCondition,1
-1.60,63.73,60.61,0.90,5.039,21.57,82,116,2019,21.54,12,-0.22,14.93,SmoothCondition,LowCongestionCondition,1
-2.00,65.08,60.62,1.35,5.547,24.71,82,122,2059,22.87,12,-0.19,14.87,SmoothCondition,LowCongestionCondition,1
-2.30,66.65,60.65,1.58,6.172,22.75,82,122,2089,19.29,12,-0.20,14.79,SmoothCondition,LowCongestionCondition,1
-2.70,66.43,60.68,-0.23,6.484,0.00,81,112,2079,21.88,12,-0.27,14.72,SmoothCondition,LowCongestionCondition,1
-3.20,64.85,60.70,-1.58,6.406,0.00,81,111,2031,20.62,13,-0.24,14.65,SmoothCondition,LowCongestionCondition,1
-3.20,64.18,60.74,-0.68,6.484,38.04,81,121,2036,27.63,12,-0.28,14.60,SmoothCondition,LowCongestionCondition,1
-3.30,65.08,60.84,0.90,6.406,19.22,81,137,2052,29.36,12,-0.24,14.56,SmoothCondition,LowCongestionCondition,1
-3.20,65.08,60.96,0.00,668,33.73,80,133,2045,20.72,12,-0.21,14.50,SmoothCondition,LowCongestionCondition,1
-3.10,65.08,61.08,0.00,6.289,42.75,80,129,2024,28.35,12,-0.23,14.46,SmoothCondition,LowCongestionCondition,1
-2.80,63.28,61.19,-1.80,6.601,32.55,80,142,2009,30.14,12,-0.28,14.42,SmoothCondition,LowCongestionCondition,1
-1.70,62.83,61.29,-0.45,6.445,0.39,79,143,1992,27.07,12,-0.31,14.38,SmoothCondition,LowCongestionCondition,1
-1.60,61.47,61.40,-1.35,6.719,0.00,79,112,1921,20.75,11,-0.32,14.31,SmoothCondition,LowCongestionCondition,1
-1.00,59.00,61.46,-2.48,6.016,0.00,79,111,1856,19.78,12,-0.36,14.25,SmoothCondition,LowCongestionCondition,1
0.10,56.97,61.47,-2.03,5.508,38.04,79,111,1810,22.80,12,-0.37,14.20,SmoothCondition,LowCongestionCondition,1
0.60,57.20,61.45,0.23,5.351,18.82,79,124,1748,22.26,12,-0.33,14.15,SmoothCondition,LowCongestionCondition,1
0.60,57.20,61.43,0.00,5.039,5.88,79,112,1792,19.41,12,-0.32,14.09,SmoothCondition,LowCongestionCondition,1
0.10,56.52,61.40,-0.68,5.469,32.94,79,124,1785,22.75,12,-0.08,14.05,SmoothCondition,LowCongestionCondition,1
0.10,57.20,61.41,0.68,4.726,38.04,78,131,1844,24.68,12,0.03,14.01,SmoothCondition,LowCongestionCondition,1
-0.10,58.32,61.46,1.13,4.609,33.73,78,131,1844,25.96,12,0.08,13.98,SmoothCondition,LowCongestionCondition,1
-0.60,59.67,61.56,1.35,3.945,32.55,78,134,1880,25.94,12,0.00,13.94,SmoothCondition,LowCongestionCondition,1
0.00,59.90,61.66,0.23,3.945,26.67,78,127,1891,20.12,12,-0.02,13.89,SmoothCondition,LowCongestionCondition,1
0.10,60.12,61.75,0.23,4.062,8.63,78,115,1898,17.41,12,-0.05,13.82,SmoothCondition,LowCongestionCondition,1
-0.20,59.45,61.82,-0.68,418,0.00,78,111,1889,20.74,11,-0.09,13.77,SmoothCondition,LowCongestionCondition,1
-0.40,58.32,61.86,-1.13,4.336,0.00,78,110,1837,19.56,11,-0.14,13.70,SmoothCondition,LowCongestionCondition,1
-0.40,55.62,61.88,-2.70,5.664,0.00,78,109,1738,18.38,12,-0.14,13.66,SmoothCondition,LowCongestionCondition,1
-0.30,52.69,61.85,-2.93,6.172,14.12,78,110,1623,18.42,12,-0.13,13.60,SmoothCondition,LowCongestionCondition,1
-0.10,51.12,61.78,-1.58,1.0268,0.00,78,109,1317,18.19,12,-0.34,13.54,SmoothCondition,LowCongestionCondition,1
0.00,42.33,61.56,-8.78,1.2923,19.22,78,105,920,11.04,11,-0.52,13.45,SmoothCondition,LowCongestionCondition,1
0.10,29.05,61.13,-13.29,1.4524,22.35,78,103,920,9.27,9,-0.60,13.37,SmoothCondition,LowCongestionCondition,1
-0.30,20.49,60.53,-8.56,1.5657,23.92,78,103,897,9.10,9,-0.70,13.32,SmoothCondition,LowCongestionCondition,1
-0.20,14.86,59.82,-5.63,1.5657,23.53,78,103,895,8.84,10,-0.64,13.30,SmoothCondition,LowCongestionCondition,1
0.00,11.48,59.05,-3.38,1.5461,18.82,78,103,883,8.91,10,-0.62,13.29,SmoothCondition,LowCongestionCondition,1
-0.40,10.13,58.24,-1.35,1.4602,29.41,78,113,1492,16.16,10,-0.56,13.31,SmoothCondition,LowCongestionCondition,0
-0.40,11.71,57.46,1.58,1.4407,29.41,79,129,1728,22.63,13,-0.52,13.33,SmoothCondition,LowCongestionCondition,0
-0.40,14.86,56.72,3.15,1.4407,11.76,79,125,2154,25.93,14,-0.52,13.35,SmoothCondition,LowCongestionCondition,0
-0.60,15.54,55.99,0.68,1.4485,11.37,79,125,2194,19.83,13,-0.52,13.35,SmoothCondition,LowCongestionCondition,0
-0.60,14.41,55.24,-1.13,1.3586,30.98,79,116,2042,24.15,12,-0.52,13.36,SmoothCondition,LowCongestionCondition,0
-0.60,15.54,54.51,1.13,1.3782,0.00,79,133,2352,29.20,13,-0.57,13.37,SmoothCondition,LowCongestionCondition,0
-0.50,17.34,53.81,1.80,1.2844,59.61,79,125,1435,13.47,11,-0.52,13.36,SmoothCondition,LowCongestionCondition,0
-0.50,18.92,53.13,1.58,1.3665,10.98,79,117,1451,17.96,11,-0.54,13.35,SmoothCondition,LowCongestionCondition,0
-0.50,20.94,52.48,02.03,1.4251,0.00,79,115,1480,16.42,12,-0.56,13.37,SmoothCondition,LowCongestionCondition,0
-0.10,19.37,51.77,-1.58,1.4797,0.00,79,110,1343,11.90,12,-0.59,13.36,SmoothCondition,LowCongestionCondition,0
-0.10,17.11,50.99,-2.25,1.4719,0.00,79,105,1170,11.86,10,-0.61,13.36,SmoothCondition,LowCongestionCondition,0
-0.20,14.41,50.13,-2.70,1.4055,27.06,79,104,1002,10.82,10,-0.54,13.37,SmoothCondition,LowCongestionCondition,0
-0.10,13.74,49.25,-0.68,1.3352,17.65,79,105,1004,9.87,10,-0.57,13.37,SmoothCondition,LowCongestionCondition,0
-0.10,13.06,48.33,-0.68,1.3196,24.71,79,104,914,8.89,10,-0.55,13.37,SmoothCondition,LowCongestionCondition,0
-0.10,12.61,47.40,-0.45,9.646,44.71,79,103,879,8.60,10,-0.41,13.37,SmoothCondition,LowCongestionCondition,0
0.00,10.81,46.43,-1.80,746,22.35,79,103,1030,10.23,10,-0.30,13.38,SmoothCondition,LowCongestionCondition,0
0.10,8.11,45.42,-2.70,6.601,23.14,79,103,907,8.96,11,-0.27,13.40,SmoothCondition,LowCongestionCondition,0
-0.10,6.76,44.38,-1.35,4.883,29.80,79,103,919,9.34,10,-0.18,13.44,SmoothCondition,LowCongestionCondition,0
0.00,6.76,43.34,0.00,4.336,25.49,79,104,1067,11.42,11,-0.19,13.47,SmoothCondition,LowCongestionCondition,0
0.10,7.66,42.30,0.90,418,24.31,79,105,1162,13.06,11,-0.20,13.51,SmoothCondition,LowCongestionCondition,0
0.20,8.33,41.29,0.68,4.765,23.53,79,108,1265,14.39,12,-0.24,13.55,SmoothCondition,LowCongestionCondition,0
0.20,9.23,40.31,0.90,4.805,20.39,79,107,1378,12.31,12,-0.27,13.57,SmoothCondition,LowCongestionCondition,0
0.20,10.36,39.39,1.13,4.531,15.69,79,109,1510,14.87,11,-0.26,13.59,SmoothCondition,LowCongestionCondition,0
-0.10,10.58,38.49,0.23,5.547,11.37,79,108,1562,13.25,12,-0.32,13.61,SmoothCondition,LowCongestionCondition,1
-0.50,10.36,37.62,-0.23,7.304,0.00,79,106,1470,13.84,11,-0.40,13.64,SmoothCondition,LowCongestionCondition,1
-0.70,9.23,36.73,-1.13,7.343,18.04,79,103,1049,8.79,11,-0.41,13.69,SmoothCondition,LowCongestionCondition,1
-0.50,6.31,35.80,-2.93,9.296,24.31,79,103,846,8.30,10,-0.50,13.72,SmoothCondition,LowCongestionCondition,1
-0.50,3.15,34.81,-3.15,9.179,21.57,79,103,845,8.35,10,-0.49,13.76,SmoothCondition,LowCongestionCondition,1
-0.40,1.13,33.77,-2.03,8.984,24.71,79,102,808,7.94,11,-0.46,13.76,SmoothCondition,LowCongestionCondition,1
-0.40,0.00,32.68,-1.13,8.359,26.67,79,102,808,7.58,11,-0.45,13.76,SmoothCondition,LowCongestionCondition,1
-0.30,0.00,31.57,0.00,7.851,25.49,80,102,805,7.82,11,-0.41,13.76,SmoothCondition,LowCongestionCondition,1
-0.30,0.00,30.46,0.00,7.734,24.71,80,102,795,7.55,11,-0.41,13.76,SmoothCondition,LowCongestionCondition,1
-0.10,0.00,29.38,0.00,7.539,26.67,80,102,801,7.80,11,-0.40,13.76,SmoothCondition,LowCongestionCondition,1
0.10,0.00,28.31,0.00,0.75,27.06,80,102,802,7.99,11,-0.40,13.76,SmoothCondition,LowCongestionCondition,1
0.10,0.00,27.23,0.00,6.757,25.49,80,102,799,7.79,11,-0.37,13.76,SmoothCondition,LowCongestionCondition,1
0.10,0.00,26.14,0.00,6.054,25.10,80,102,800,6.76,11,-0.32,13.76,SmoothCondition,LowCongestionCondition,1
0.10,0.00,25.06,0.00,5.625,26.27,80,102,801,7.55,11,-0.29,13.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,24.00,0.00,6.133,25.88,80,102,801,07.05,11,-0.29,13.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,22.96,0.00,6.484,27.06,80,102,796,7.84,11,-0.29,13.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,21.93,0.00,6.601,25.10,80,102,804,7.34,11,-0.27,13.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,20.95,0.00,6.992,26.27,80,102,804,7.63,11,-0.28,13.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,20.00,0.00,7.343,24.71,80,102,797,7.60,11,-0.28,13.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,19.05,0.00,7.461,25.10,80,102,797,6.85,11,-0.29,13.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,18.09,0.00,664,26.67,80,102,804,7.36,11,-0.24,13.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,17.15,0.00,5.703,24.71,80,102,796,7.36,11,-0.20,13.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,16.20,0.00,5.625,25.88,80,102,808,7.60,11,-0.19,13.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,15.23,0.00,4.727,26.67,80,102,800,7.46,11,-0.15,13.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,14.23,0.00,4.297,25.10,80,101,797,6.62,12,-0.13,13.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,13.23,0.00,3.984,27.06,80,102,806,7.58,11,-0.13,13.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,12.23,0.00,3.711,25.88,80,102,800,6.56,11,-0.13,13.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,11.24,0.00,3.711,24.31,80,102,806,7.51,12,-0.13,13.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,10.27,0.00,375,25.88,80,101,800,6.42,12,-0.13,13.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,9.34,0.00,3.672,25.88,80,102,796,7.41,11,-0.13,13.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,8.46,0.00,3.633,26.67,80,102,796,6.52,12,-0.11,13.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,7.61,0.00,3.281,30.20,80,102,777,07.03,12,-0.10,13.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,6.91,0.00,332,52.55,80,102,936,9.29,12,-0.11,13.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,6.42,0.00,332,27.06,80,103,843,8.79,13,-0.12,13.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,06.08,0.00,3.437,24.71,80,102,811,6.83,12,-0.13,13.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,5.83,0.00,3.633,26.67,80,102,809,7.19,12,-0.14,13.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,5.64,0.00,3.789,25.49,80,102,806,07.02,12,-0.16,13.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,5.47,0.00,375,26.67,80,101,798,6.90,12,-0.15,13.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,5.28,0.00,375,25.49,80,102,799,6.56,12,-0.14,13.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,05.03,0.00,3.828,27.06,80,102,809,7.39,12,-0.14,13.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,4.77,0.00,3.164,27.45,80,102,862,9.83,12,-0.11,13.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,4.53,0.00,0.25,35.29,80,103,763,7.67,12,-0.09,13.76,SmoothCondition,LowCongestionCondition,1
0.00,0.00,4.27,0.00,1.523,45.49,80,104,1111,12.82,13,-0.06,13.83,SmoothCondition,LowCongestionCondition,1
1.40,7.88,4.11,7.88,469,45.49,80,111,1759,23.45,14,-0.01,13.86,SmoothCondition,LowCongestionCondition,1
1.30,12.61,04.01,4.73,-547,5.88,80,125,1485,16.64,16,0.08,13.87,SmoothCondition,LowCongestionCondition,1
1.30,15.31,3.91,2.70,-1.875,78.04,80,117,1367,17.84,17,0.18,13.87,SmoothCondition,LowCongestionCondition,1
1.20,19.14,3.91,3.83,-289,63.14,80,132,1782,26.27,14,0.23,13.85,SmoothCondition,LowCongestionCondition,1
1.40,25.22,04.05,06.08,-3.867,43.53,80,147,2066,26.27,15,0.19,13.85,SmoothCondition,LowCongestionCondition,1
1.20,29.27,4.29,04.05,-4.062,28.24,80,145,2238,31.81,15,0.17,13.85,SmoothCondition,LowCongestionCondition,0
0.90,31.53,4.59,2.25,-3.515,0.00,80,121,2167,20.65,15,0.11,13.83,SmoothCondition,LowCongestionCondition,0
0.70,30.40,4.88,-1.13,-2.187,0.00,80,117,1947,22.55,14,0.05,13.84,SmoothCondition,LowCongestionCondition,0
0.90,27.47,5.13,-2.93,-313,0.00,80,113,1648,20.57,14,-0.02,13.86,SmoothCondition,LowCongestionCondition,0
-0.50,25.67,5.37,-1.80,1.328,0.00,80,109,1172,17.55,14,-0.12,13.86,SmoothCondition,LowCongestionCondition,0
-0.30,24.32,5.64,-1.35,3.358,18.43,80,105,1172,11.32,12,-0.21,13.85,SmoothCondition,LowCongestionCondition,0
-0.30,12.16,5.73,-12.16,4.296,21.96,80,103,838,8.88,10,-0.25,13.87,SmoothCondition,LowCongestionCondition,0
-0.30,3.83,5.69,-8.33,4.608,24.31,80,103,811,8.13,10,-0.27,13.91,SmoothCondition,LowCongestionCondition,0
-0.10,0.90,5.57,-2.93,4.647,25.88,80,102,793,7.70,10,-0.26,13.91,SmoothCondition,LowCongestionCondition,0
0.00,0.00,5.43,-0.90,4.764,25.88,80,102,801,7.70,10,-0.26,13.91,SmoothCondition,LowCongestionCondition,0
0.30,0.00,5.28,0.00,4.764,26.27,80,102,799,7.55,10,-0.29,13.91,SmoothCondition,LowCongestionCondition,0
0.50,0.00,5.11,0.00,4.842,27.45,80,102,799,7.48,10,-0.29,13.91,SmoothCondition,LowCongestionCondition,0
0.30,0.00,4.93,0.00,5.467,25.88,80,102,806,7.68,11,-0.32,13.91,SmoothCondition,LowCongestionCondition,0
0.30,0.00,4.76,0.00,621,26.27,80,102,800,7.87,11,-0.36,13.91,SmoothCondition,LowCongestionCondition,0
0.20,0.00,4.60,0.00,7.225,24.71,80,102,800,7.94,11,-0.39,13.91,SmoothCondition,LowCongestionCondition,0
0.20,0.00,4.50,0.00,8.436,24.71,80,102,801,7.73,11,-0.46,13.91,SmoothCondition,LowCongestionCondition,0
0.30,0.00,4.45,0.00,9.725,25.49,80,102,800,7.61,11,-0.55,13.91,SmoothCondition,LowCongestionCondition,0
-0.10,0.00,4.43,0.00,1.1248,25.10,81,102,802,7.53,11,-0.64,13.91,SmoothCondition,LowCongestionCondition,0
0.00,0.00,4.43,0.00,1.2459,25.10,80,102,802,6.93,11,-0.69,13.91,SmoothCondition,LowCongestionCondition,0
0.00,0.00,4.43,0.00,1.367,25.49,80,102,802,7.34,11,-0.66,13.91,SmoothCondition,LowCongestionCondition,0
0.00,0.00,4.43,0.00,1.4022,24.71,80,102,799,07.09,11,-0.65,13.91,SmoothCondition,LowCongestionCondition,0
0.00,0.00,4.43,0.00,1.3514,26.27,80,102,800,7.26,11,-0.59,13.91,SmoothCondition,LowCongestionCondition,1
0.00,0.00,4.43,0.00,1.2303,24.31,80,102,800,6.76,12,-0.54,13.91,SmoothCondition,LowCongestionCondition,1
0.00,0.00,4.43,0.00,1.0897,24.31,80,102,805,7.53,11,-0.49,13.91,SmoothCondition,LowCongestionCondition,1
0.00,0.00,4.43,0.00,9.296,25.49,80,101,798,6.51,12,-0.39,13.91,SmoothCondition,LowCongestionCondition,1
0.00,0.00,4.43,0.00,7.305,24.71,80,102,798,7.50,12,-0.30,13.91,SmoothCondition,LowCongestionCondition,1
0.00,0.00,4.43,0.00,6.367,25.10,80,101,798,6.56,12,-0.26,13.91,SmoothCondition,LowCongestionCondition,1
0.00,0.00,4.43,0.00,6.055,24.31,80,102,798,7.38,11,-0.23,13.91,SmoothCondition,LowCongestionCondition,1
0.00,0.00,4.43,0.00,6.055,25.49,80,101,802,6.20,12,-0.23,13.91,SmoothCondition,LowCongestionCondition,1
0.00,0.00,4.43,0.00,6.094,25.88,80,102,796,7.27,12,-0.25,13.91,SmoothCondition,LowCongestionCondition,1
0.00,0.00,4.43,0.00,6.094,25.10,80,102,800,7.15,12,-0.26,13.91,SmoothCondition,LowCongestionCondition,1
0.00,0.00,4.43,0.00,6.055,25.49,80,101,797,6.86,12,-0.26,13.91,SmoothCondition,LowCongestionCondition,1
0.00,0.00,4.43,0.00,6.055,25.10,80,101,802,7.21,12,-0.26,13.91,SmoothCondition,LowCongestionCondition,1
0.00,0.00,4.43,0.00,6.016,27.84,80,101,795,6.85,12,-0.25,13.91,SmoothCondition,LowCongestionCondition,1
0.00,0.00,4.43,0.00,5.977,25.88,80,102,801,7.29,12,-0.25,13.91,SmoothCondition,LowCongestionCondition,1
0.00,0.00,4.43,0.00,5.977,25.88,80,101,797,6.42,12,-0.24,13.91,SmoothCondition,LowCongestionCondition,1
0.00,0.00,4.43,0.00,5.937,25.10,80,102,804,7.46,12,-0.23,13.91,SmoothCondition,LowCongestionCondition,1
0.00,0.00,4.43,0.00,5.859,26.67,80,101,800,6.39,12,-0.23,13.91,SmoothCondition,LowCongestionCondition,1
0.00,0.00,4.43,0.00,5.859,25.49,80,102,807,7.44,12,-0.23,13.91,SmoothCondition,LowCongestionCondition,1
0.00,0.00,4.43,0.00,3.985,37.25,80,102,1102,6.18,12,-0.16,13.91,SmoothCondition,LowCongestionCondition,1
0.00,0.00,4.43,0.00,3.047,68.24,80,108,1102,11.64,14,-0.10,13.91,SmoothCondition,LowCongestionCondition,1
0.40,9.23,4.58,9.23,211,42.35,80,131,1528,19.97,15,-0.07,13.96,SmoothCondition,LowCongestionCondition,1
0.50,15.31,4.84,06.08,43,21.18,80,131,2279,27.63,17,-0.04,14.01,SmoothCondition,LowCongestionCondition,1
0.50,17.34,5.13,02.03,-1.328,74.12,80,124,1336,17.73,17,0.06,14.05,SmoothCondition,LowCongestionCondition,1
0.70,22.52,5.50,5.18,-2.812,58.04,79,133,1762,27.97,16,0.11,14.09,SmoothCondition,LowCongestionCondition,1
0.80,27.92,5.97,5.40,-4.569,60.39,79,163,2168,40.33,17,0.14,14.12,SmoothCondition,LowCongestionCondition,0
1.10,33.33,6.52,5.40,-0.66,47.45,79,171,2591,43.95,18,0.21,14.16,SmoothCondition,LowCongestionCondition,0
1.40,39.63,7.18,6.31,-6.679,0.00,80,160,2929,37.36,17,0.16,14.18,SmoothCondition,LowCongestionCondition,0
1.50,41.88,7.88,2.25,-8.358,77.65,80,124,2025,27.53,14,0.35,14.20,SmoothCondition,LowCongestionCondition,0
1.50,43.91,8.61,02.03,-9.999,81.57,80,160,2039,40.35,14,0.41,14.21,SmoothCondition,LowCongestionCondition,0
1.10,50.89,9.46,6.98,-11.014,81.57,80,200,2276,43.01,16,0.50,14.23,SmoothCondition,LowCongestionCondition,0
1.20,55.84,10.39,4.95,-11.952,49.02,80,187,2488,46.76,15,0.61,14.25,SmoothCondition,LowCongestionCondition,0
1.30,59.45,11.38,3.60,-1.328,62.35,81,166,2429,28.88,15,0.62,14.21,SmoothCondition,LowCongestionCondition,0
1.30,60.12,12.38,0.68,-13.553,58.82,81,141,1930,32.55,13,0.71,14.17,SmoothCondition,LowCongestionCondition,0
1.20,62.60,13.43,2.48,-13.202,16.47,81,161,1991,28.91,12,0.69,14.12,SmoothCondition,LowCongestionCondition,0
0.80,63.28,14.35,0.68,-12.459,42.75,82,132,1994,24.83,12,0.77,14.06,SmoothCondition,LowCongestionCondition,0
0.10,63.95,15.21,0.68,-1.328,75.29,82,140,2036,32.79,12,0.82,14.02,SmoothCondition,LowCongestionCondition,0
-0.50,66.20,16.06,2.25,-13.709,75.29,82,178,2140,42.56,12,0.88,14.00,SmoothCondition,LowCongestionCondition,0
-0.90,68.91,16.88,2.70,-14.022,54.12,82,185,2217,41.39,14,0.93,13.99,SmoothCondition,LowCongestionCondition,0
-0.90,72.51,17.67,3.60,-12.538,44.71,82,169,2266,34.37,13,0.82,13.97,SmoothCondition,LowCongestionCondition,0
-1.60,73.41,18.41,0.90,-12.147,47.84,82,156,2306,39.15,12,0.78,13.98,SmoothCondition,LowCongestionCondition,1
-1.90,74.31,19.12,0.90,-11.132,25.10,83,160,2352,35.11,12,0.75,13.98,SmoothCondition,LowCongestionCondition,1
-1.90,74.76,19.86,0.45,-9.061,25.10,83,145,2365,34.37,12,0.71,13.97,SmoothCondition,LowCongestionCondition,1
-1.90,76.56,20.68,1.80,-7.968,25.49,83,146,2367,36.52,12,0.63,13.95,SmoothCondition,LowCongestionCondition,1
-2.10,75.89,21.52,-0.68,-703,58.43,83,173,2409,40.06,12,0.57,13.94,SmoothCondition,LowCongestionCondition,1
-2.20,77.01,22.39,1.13,-4.999,42.35,83,157,2435,35.79,12,0.57,13.91,SmoothCondition,LowCongestionCondition,1
-2.20,77.46,23.48,0.45,-3.164,10.20,83,142,2431,29.15,11,0.44,13.88,SmoothCondition,LowCongestionCondition,1
-2.50,76.79,24.70,-0.68,-2.968,5.10,83,126,2403,27.65,10,0.44,13.86,SmoothCondition,LowCongestionCondition,1
-3.40,74.31,25.92,-2.48,-547,0.00,83,121,2357,26.32,11,0.26,13.83,SmoothCondition,LowCongestionCondition,1
-3.50,72.96,27.14,-1.35,168,0.00,83,117,2297,26.40,11,0.25,13.79,SmoothCondition,LowCongestionCondition,1
-3.70,71.16,28.32,-1.80,4.335,0.00,83,115,2236,25.53,11,0.10,13.75,SmoothCondition,LowCongestionCondition,1
-4.20,66.20,29.43,-4.95,5.859,0.00,83,114,2015,23.31,11,0.02,13.73,SmoothCondition,LowCongestionCondition,1
-4.50,62.83,30.47,-3.38,621,54.90,82,111,1953,22.56,11,-0.02,13.70,SmoothCondition,LowCongestionCondition,1
-4.40,62.37,31.51,-0.45,621,67.84,82,129,1989,32.19,11,-0.02,13.69,SmoothCondition,LowCongestionCondition,1
-4.30,64.18,32.58,1.80,5.937,12.55,82,165,2073,37.97,11,0.00,13.68,SmoothCondition,LowCongestionCondition,1
-3.70,66.43,33.69,2.25,5.351,13.73,82,145,2107,28.71,11,-0.02,13.64,SmoothCondition,LowCongestionCondition,1
-2.90,66.43,34.80,0.00,6.484,11.76,82,130,2076,25.16,11,-0.13,13.61,SmoothCondition,LowCongestionCondition,1
-1.80,65.53,35.89,-0.90,664,21.57,82,121,2040,22.72,11,-0.18,13.57,SmoothCondition,LowCongestionCondition,1
